Employee_ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,MonthlyIncome,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,ExperienceRatio,PromotionGap,IncomePerLevel,CompanySwitchRate,RoleStability,PromotionDelay,LowIncomeFlag,Feedback,Sentiment,Attrition_Risk,Risk_Score,Risk_Level,Productivity_Risk_Score,Productivity_Risk_Level,Attrition_Risk_%,AgeGroup
9580,24,0,Travel Rarely,Cyber Security,21,Degree,2,Male,83919,4,2,HR,5,Married,7,Yes,2,19,5,7,10,4,0.35,3,41959.5,0.368421053,1.428571429,15,0,Career growth is good,0.7,0.033212813,3.321281327,Low Risk,12.35081435,Low,3.321281327,18-30
9581,44,1,No Travel,Software Development,3,Degree,1,Male,91552,2,3,Business Analyst,2,Divorced,1,Yes,16,7,5,5,4,3,0.625,2,30517.33333,0.142857143,0.8,4,0,Salary is low,0,0.149589299,14.95892993,Low Risk,64.40451705,Medium,14.95892993,40-50
9582,26,0,No Travel,Network Administration,21,Master's,3,Male,174633,4,5,Technician,5,Single,5,No,88,9,2,6,2,1,0.6,5,34926.6,0.555555556,0.333333333,8,0,Supportive management,0.5,0.014376304,1.437630355,Low Risk,12.01840536,Low,1.437630355,18-30
9583,39,1,Travel Rarely,Data Science,28,Graduation,4,Female,74154,5,8,Software Engineer,3,Married,5,No,86,14,2,7,6,6,0.466666667,1,9269.25,0.357142857,0.857142857,8,0,High stress workload,0.16,0.258583464,25.85834643,Low Risk,22.21029643,Low,25.85834643,30-40
9584,51,0,Travel Rarely,Software Development,28,Degree,2,Female,68869,5,2,Help Desk,1,Divorced,4,No,72,13,2,4,0,4,0.285714286,0,34434.5,0.307692308,0,9,0,I am happy with my team,0.8,0.113485195,11.34851952,Low Risk,37.29679756,Medium,11.34851952,50-60
9585,63,0,Travel Rarely,Network Administration,5,Degree,1,Female,99562,1,8,Help Desk,5,Single,10,Yes,53,10,5,9,3,4,0.818181818,5,12445.25,1,0.333333333,6,0,Career growth is good,0.7,0.187632072,18.76320722,Low Risk,50.36997774,Medium,18.76320722,
9586,18,1,Travel Rarely,Software Development,7,Graduation,3,Male,122842,3,1,Help Desk,1,Divorced,8,No,3,12,5,10,8,8,0.769230769,2,122842,0.666666667,0.8,4,0,No promotion opportunities,0,0.265606306,26.56063058,Low Risk,63.51069951,Medium,26.56063058,
9587,26,0,Travel Rarely,IT Services,5,PhD,1,Female,198839,5,7,Consultant,2,Married,4,No,85,7,1,3,8,2,0.375,1,28405.57143,0.571428571,2.666666667,5,0,Career growth is good,0.7,0.084930366,8.493036567,Low Risk,27.96935939,Low,8.493036567,18-30
9588,37,0,Travel Rarely,Software Development,9,Master's,5,Male,86106,3,5,QA Analyst,1,Single,9,Yes,55,12,3,3,7,3,0.230769231,0,17221.2,0.75,2.333333333,9,0,Supportive management,0.5,0.048511203,4.851120292,Low Risk,59.67960946,Medium,4.851120292,30-40
9589,36,1,Travel Rarely,IT Services,47,Below College,2,Male,131298,4,6,Director,3,Divorced,7,Yes,28,11,4,1,10,2,0.083333333,-1,21883,0.636363636,10,9,0,Poor management support,-0.4,0.57435255,57.43525498,Medium Risk,39.54739794,Medium,57.43525498,30-40
9590,53,1,Travel Frequently,Software Development,21,Master's,3,Male,37688,3,8,Technician,4,Married,2,No,49,7,2,5,5,5,0.625,0,4711,0.285714286,1,2,0,Poor management support,-0.4,0.508966003,50.89660033,Medium Risk,41.33469418,Medium,50.89660033,50-60
9591,57,0,Travel Rarely,Software Development,20,PhD,1,Male,117469,4,5,Consultant,1,Single,1,Yes,62,11,3,0,4,4,0,-4,23493.8,0.090909091,inf,7,0,Good work life balance,0.7,0.186611549,18.66115492,Low Risk,50.35196852,Medium,18.66115492,50-60
9592,62,0,Travel Rarely,Data Science,38,Master's,3,Male,150910,2,3,Developer,4,Married,8,No,11,18,4,7,8,6,0.368421053,1,50303.33333,0.444444444,1.142857143,12,0,Career growth is good,0.7,0.337654744,33.76547439,Medium Risk,50.07626019,Medium,33.76547439,
9593,21,1,Travel Rarely,Data Science,40,Degree,4,Female,185997,1,5,QA Analyst,4,Married,2,No,45,20,1,7,4,6,0.333333333,1,37199.4,0.1,0.571428571,14,0,Salary is low,0,0.625206769,62.52067694,Medium Risk,66.91541358,Medium,62.52067694,18-30
9594,26,0,Travel Frequently,Cyber Security,37,PhD,4,Male,176663,3,4,Business Analyst,5,Married,7,No,93,18,3,4,9,1,0.210526316,3,44165.75,0.388888889,2.25,17,0,Good work life balance,0.7,0.048789238,4.878923757,Low Risk,24.39039831,Low,4.878923757,18-30
9595,58,1,Travel Frequently,Software Development,17,Graduation,3,Male,148866,3,3,Help Desk,1,Married,1,No,81,0,1,9,8,2,9,7,49622,inf,0.888888889,-2,0,High stress workload,0.16,0.255037469,25.50374691,Low Risk,63.32419063,Medium,25.50374691,50-60
9596,39,0,Travel Frequently,IT Services,42,Degree,2,Female,86623,3,3,Help Desk,5,Single,9,No,15,8,4,6,6,2,0.666666667,4,28874.33333,1.125,1,6,0,Good work life balance,0.7,0.110297873,11.02978731,Low Risk,25.47584482,Low,11.02978731,30-40
9597,35,1,Travel Frequently,Software Development,28,Graduation,3,Female,174233,1,4,Consultant,1,Married,5,No,29,16,3,8,3,8,0.470588235,0,43558.25,0.3125,0.375,8,0,Poor management support,-0.4,0.879112801,87.91128006,High Risk,97.86669648,High,87.91128006,30-40
9598,29,1,Travel Rarely,Network Administration,31,Degree,3,Female,90042,2,5,Manager,3,Divorced,9,No,44,2,2,6,9,2,2,4,18008.4,4.5,1.5,0,0,Poor management support,-0.4,0.582765575,58.27655755,Medium Risk,63.22527486,Medium,58.27655755,18-30
9599,59,0,Travel Rarely,IT Services,33,PhD,3,Male,185519,1,3,Business Analyst,3,Married,1,No,42,5,5,2,9,1,0.333333333,1,61839.66667,0.2,4.5,4,0,Supportive management,0.5,0.069381956,6.938195636,Low Risk,65.93026982,Medium,6.938195636,50-60
9600,60,0,Travel Frequently,Network Administration,32,Master's,3,Male,182036,5,8,Help Desk,5,Divorced,3,No,20,8,5,9,9,8,1,1,22754.5,0.375,1,0,0,Good work life balance,0.7,0.043649031,4.364903103,Low Risk,0.770277018,Low,4.364903103,50-60
9601,56,1,Travel Frequently,Cyber Security,32,Master's,2,Male,112364,1,3,Consultant,2,Divorced,3,No,85,8,4,7,1,0,0.777777778,7,37454.66667,0.375,0.142857143,8,0,Poor management support,-0.4,0.478238805,47.82388052,Medium Risk,81.96892009,High,47.82388052,50-60
9602,26,0,Travel Rarely,Network Administration,48,Graduation,5,Female,170375,5,6,Technician,4,Divorced,7,No,24,17,1,1,10,0,0.055555556,1,28395.83333,0.411764706,10,17,0,I am happy with my team,0.8,0.031414788,3.14147877,Low Risk,9.377908018,Low,3.14147877,18-30
9603,23,0,Travel Rarely,Cyber Security,23,PhD,5,Male,98878,3,7,Business Analyst,4,Married,9,No,93,15,3,10,6,3,0.625,7,14125.42857,0.6,0.6,12,0,Supportive management,0.5,0.034547771,3.45477706,Low Risk,32.96260772,Medium,3.45477706,18-30
9604,36,1,Travel Frequently,Cyber Security,21,Graduation,1,Female,105292,2,1,Support,1,Married,4,Yes,69,19,4,1,7,4,0.05,-3,105292,0.210526316,7,15,0,High stress workload,0.16,0.821509887,82.15098865,High Risk,85.08546859,High,82.15098865,30-40
9605,24,0,Travel Rarely,Cyber Security,25,Below College,2,Female,133578,4,7,Consultant,3,Divorced,8,No,44,17,5,9,0,7,0.5,2,19082.57143,0.470588235,0,10,0,Good work life balance,0.7,0.062051009,6.205100854,Low Risk,30.5067825,Medium,6.205100854,18-30
9606,33,0,Travel Rarely,Network Administration,33,Degree,2,Male,103491,2,6,IT,5,Married,10,No,56,10,4,2,9,2,0.181818182,0,17248.5,1,4.5,8,0,Career growth is good,0.7,0.186312581,18.63125812,Low Risk,38.58198673,Medium,18.63125812,30-40
9607,22,0,Travel Rarely,Cyber Security,3,Graduation,2,Female,136403,5,7,Manager,2,Divorced,2,No,28,4,1,4,5,3,0.8,1,19486.14286,0.5,1.25,1,0,I am happy with my team,0.8,0.022616897,2.261689678,Low Risk,26.86970994,Low,2.261689678,18-30
9608,33,1,Travel Rarely,Cyber Security,6,Graduation,4,Female,87852,2,3,HR,1,Married,3,No,6,16,5,5,3,6,0.294117647,-1,29284,0.1875,0.6,10,0,Poor management support,-0.4,0.109178344,10.91783438,Low Risk,72.51491195,High,10.91783438,30-40
9609,18,1,Travel Rarely,Data Science,49,PhD,2,Male,46932,3,8,Manager,3,Married,0,No,28,17,5,0,8,4,0,-4,5866.5,0,inf,13,0,High stress workload,0.16,0.366970685,36.6970685,Medium Risk,47.65242385,Medium,36.6970685,
9610,54,0,Travel Rarely,Software Development,28,Degree,4,Male,193824,1,8,Software Engineer,2,Single,9,No,98,13,3,9,10,6,0.642857143,3,24228,0.692307692,1.111111111,7,0,Supportive management,0.5,0.648210814,64.82108136,Medium Risk,84.96842612,High,64.82108136,50-60
9611,56,1,Travel Frequently,Cyber Security,2,PhD,5,Male,177300,5,3,HR,2,Divorced,9,Yes,58,17,4,1,6,3,0.055555556,-2,59100,0.529411765,6,14,0,Salary is low,0,0.030405695,3.04056947,Low Risk,27.00715932,Low,3.04056947,50-60
9612,36,0,Travel Rarely,IT Services,32,Degree,5,Male,39431,5,4,QA Analyst,5,Single,8,No,8,2,4,10,4,4,3.333333333,6,9857.75,4,0.4,-2,0,Good work life balance,0.7,0.002650746,0.265074609,Low Risk,0.046777872,Low,0.265074609,30-40
9613,54,0,Travel Frequently,IT Services,26,Below College,4,Male,104800,5,8,Software Engineer,5,Married,7,No,80,2,3,5,5,0,1.666666667,5,13100,3.5,1,2,0,Good work life balance,0.7,0.006956728,0.695672775,Low Risk,0.122765784,Low,0.695672775,50-60
9614,34,0,Travel Frequently,Data Science,5,Below College,3,Male,52250,3,8,QA Analyst,3,Single,6,No,49,15,3,5,4,7,0.3125,-2,6531.25,0.4,0.8,8,0,I am happy with my team,0.8,0.134317735,13.43177349,Low Risk,43.54678356,Medium,13.43177349,30-40
9615,43,0,Travel Rarely,Network Administration,11,PhD,5,Male,58579,2,7,Technician,5,Single,4,No,20,9,5,10,8,8,1,2,8368.428571,0.444444444,0.8,1,0,I am happy with my team,0.8,0.016715274,1.671527425,Low Risk,35.58909308,Medium,1.671527425,40-50
9616,39,1,Travel Rarely,Network Administration,10,Below College,3,Female,70377,5,6,Director,1,Married,7,No,20,1,2,2,8,2,1,0,11729.5,7,4,-1,0,Salary is low,0,0.127609353,12.76093535,Low Risk,37.54604741,Medium,12.76093535,30-40
9617,25,0,Travel Frequently,Network Administration,15,Degree,1,Female,130316,4,7,Director,4,Single,10,No,45,16,2,2,10,3,0.117647059,-1,18616.57143,0.625,5,13,0,I am happy with my team,0.8,0.326137341,32.61373408,Medium Risk,26.34360013,Low,32.61373408,18-30
9618,50,0,Travel Rarely,Cyber Security,18,Graduation,4,Female,85310,5,3,Business Analyst,1,Divorced,1,No,16,13,1,10,9,0,0.714285714,10,28436.66667,0.076923077,0.9,13,0,Good work life balance,0.7,0.020391192,2.039119166,Low Risk,35.65396221,Medium,2.039119166,40-50
9619,19,1,Travel Rarely,Network Administration,49,Degree,1,Male,182557,2,8,Help Desk,1,Divorced,2,Yes,18,12,1,6,10,4,0.461538462,2,22819.625,0.166666667,1.666666667,8,0,High stress workload,0.16,0.95375087,95.37508696,High Risk,87.41913299,High,95.37508696,18-30
9620,47,0,Travel Rarely,Network Administration,14,Graduation,4,Male,86928,2,3,Software Engineer,2,Married,4,Yes,88,11,3,9,7,5,0.75,4,28976,0.363636364,0.777777778,6,0,Career growth is good,0.7,0.106688702,10.66887025,Low Risk,63.64744769,Medium,10.66887025,40-50
9621,37,0,Travel Rarely,Software Development,28,Below College,1,Female,36886,4,5,HR,3,Married,10,No,96,3,4,5,6,5,1.25,0,7377.2,3.333333333,1.2,-2,0,Career growth is good,0.7,0.251833684,25.18336845,Low Risk,33.85588855,Medium,25.18336845,30-40
9622,35,1,No Travel,Cyber Security,30,Master's,1,Male,106780,1,3,Manager,3,Married,8,No,28,13,2,9,4,8,0.642857143,1,35593.33333,0.615384615,0.444444444,5,0,Poor management support,-0.4,0.968179029,96.81790288,High Risk,81.79139463,High,96.81790288,30-40
9623,60,1,Travel Frequently,Cyber Security,13,Graduation,2,Female,84144,5,8,IT,2,Single,2,Yes,88,8,3,8,7,4,0.888888889,4,10518,0.25,0.875,4,0,Salary is low,0,0.330676373,33.06763731,Medium Risk,32.30605364,Medium,33.06763731,50-60
9624,27,0,Travel Rarely,IT Services,20,Degree,5,Male,101982,2,2,IT,1,Divorced,5,No,52,15,5,3,2,6,0.1875,-3,50991,0.333333333,0.666666667,9,0,I am happy with my team,0.8,0.020494752,2.049475234,Low Risk,70.94990739,High,2.049475234,18-30
9625,41,0,No Travel,IT Services,2,Master's,4,Male,114984,4,7,Technician,1,Single,0,No,47,10,5,10,9,0,0.909090909,10,16426.28571,0,0.9,10,0,Supportive management,0.5,0.003695429,0.369542854,Low Risk,47.12403697,Medium,0.369542854,40-50
9626,21,0,Travel Rarely,Software Development,25,Master's,5,Male,83383,4,2,Software Engineer,4,Married,10,Yes,93,6,2,9,9,8,1.285714286,1,41691.5,1.666666667,1,-2,0,Supportive management,0.5,0.103389128,10.33891282,Low Risk,22.41274932,Low,10.33891282,18-30
9627,54,1,Travel Frequently,Data Science,44,Graduation,2,Male,132359,3,1,HR,4,Divorced,6,Yes,6,8,5,7,0,6,0.777777778,1,132359,0.75,0,2,0,High stress workload,0.16,0.385256004,38.52560039,Medium Risk,39.15157654,Medium,38.52560039,50-60
9628,21,0,No Travel,Cyber Security,43,Master's,5,Male,103965,2,2,Software Engineer,3,Married,4,Yes,33,10,4,4,1,8,0.363636364,-4,51982.5,0.4,0.25,2,0,Career growth is good,0.7,0.06202948,6.202947997,Low Risk,54.03581435,Medium,6.202947997,18-30
9629,30,1,No Travel,IT Services,12,PhD,4,Female,48659,2,7,QA Analyst,1,Single,1,No,28,9,2,5,8,7,0.5,-2,6951.285714,0.111111111,1.6,2,0,No promotion opportunities,0,0.53239864,53.239864,Medium Risk,79.98350541,High,53.239864,18-30
9630,42,1,Travel Rarely,Network Administration,25,Degree,2,Female,127228,2,2,QA Analyst,4,Married,2,Yes,40,4,2,2,1,6,0.4,-4,63614,0.5,0.5,-2,0,Salary is low,0,0.430848125,43.08481252,Medium Risk,51.72084927,Medium,43.08481252,40-50
9631,30,1,Travel Frequently,Cyber Security,4,Master's,3,Female,59101,3,4,QA Analyst,2,Single,10,No,8,11,1,7,6,0,0.583333333,7,14775.25,0.909090909,0.857142857,11,0,No promotion opportunities,0,0.270198075,27.0198075,Low Risk,54.76820132,Medium,27.0198075,18-30
9632,35,1,Travel Rarely,Cyber Security,42,Master's,2,Female,74305,4,4,Help Desk,1,Divorced,9,Yes,48,15,3,9,1,7,0.5625,2,18576.25,0.6,0.111111111,8,0,Salary is low,0,0.781576695,78.15766947,High Risk,60.85135344,Medium,78.15766947,30-40
9633,41,0,Travel Rarely,Cyber Security,12,Master's,4,Female,157738,4,1,QA Analyst,5,Single,9,Yes,96,14,2,1,4,1,0.066666667,0,157738,0.642857143,4,13,0,Good work life balance,0.7,0.015145846,1.514584591,Low Risk,12.03198552,Low,1.514584591,40-50
9634,19,1,Travel Rarely,IT Services,7,Graduation,1,Female,113523,1,4,Support,4,Divorced,1,Yes,100,1,1,6,1,3,3,3,28380.75,1,0.166666667,-2,0,No promotion opportunities,0,0.344249087,34.42490866,Medium Risk,61.95733682,Medium,34.42490866,18-30
9635,50,1,Travel Frequently,Software Development,38,PhD,5,Male,38789,4,3,QA Analyst,2,Divorced,1,No,49,3,3,8,4,4,2,4,12929.66667,0.333333333,0.5,-1,0,Poor management support,-0.4,0.115188578,11.51885775,Low Risk,40.26803372,Medium,11.51885775,40-50
9636,36,1,Travel Rarely,IT Services,40,Below College,1,Male,35994,2,1,IT,2,Divorced,7,No,4,11,1,5,8,2,0.416666667,3,35994,0.636363636,1.6,9,0,Poor management support,-0.4,0.937932689,93.79326888,High Risk,78.31645921,High,93.79326888,30-40
9637,26,0,Travel Rarely,Network Administration,32,PhD,3,Male,57114,3,3,Consultant,5,Single,3,No,36,15,3,1,10,0,0.0625,1,19038,0.2,10,15,0,I am happy with my team,0.8,0.031914589,3.19145893,Low Risk,24.0926104,Low,3.19145893,18-30
9638,45,1,Travel Rarely,Network Administration,43,Graduation,1,Male,101470,1,5,Business Analyst,4,Single,0,Yes,93,5,1,5,3,2,0.833333333,3,20294,0,0.6,3,0,Salary is low,0,0.817339766,81.73397659,High Risk,70.30599587,High,81.73397659,40-50
9639,52,0,Travel Rarely,Data Science,6,Degree,5,Female,163156,4,4,Help Desk,3,Single,5,Yes,78,0,4,2,2,8,2,-6,40789,inf,1,-8,0,I am happy with my team,0.8,0.00578211,0.578210993,Low Risk,29.51380194,Low,0.578210993,50-60
9640,56,0,Travel Rarely,IT Services,27,Master's,1,Male,58871,3,8,Consultant,2,Divorced,7,Yes,98,18,4,9,1,1,0.473684211,8,7358.875,0.388888889,0.111111111,17,0,Career growth is good,0.7,0.252221997,25.22219975,Low Risk,54.45097643,Medium,25.22219975,50-60
9641,27,1,No Travel,IT Services,35,Graduation,2,Male,179546,5,3,Consultant,1,Single,4,No,95,15,3,8,5,8,0.5,0,59848.66667,0.266666667,0.625,7,0,High stress workload,0.16,0.583495223,58.34952231,Medium Risk,45.59109217,Medium,58.34952231,18-30
9642,18,0,Travel Rarely,Data Science,21,Graduation,4,Male,78337,4,5,Director,3,Married,1,No,32,14,2,10,4,0,0.666666667,10,15667.4,0.071428571,0.4,14,0,I am happy with my team,0.8,0.005613101,0.561310089,Low Risk,29.51081943,Low,0.561310089,
9643,59,0,Travel Rarely,Data Science,20,Degree,1,Female,196641,3,4,Technician,2,Divorced,9,No,14,14,5,5,8,3,0.333333333,2,49160.25,0.642857143,1.6,11,0,Supportive management,0.5,0.241107219,24.11072194,Low Risk,54.25483328,Medium,24.11072194,50-60
9644,38,1,Travel Frequently,Cyber Security,19,Master's,4,Female,46214,2,4,Manager,2,Married,4,No,21,15,2,2,4,3,0.125,-1,11553.5,0.266666667,2,12,0,Salary is low,0,0.324053722,32.40537223,Medium Risk,67.48330098,Medium,32.40537223,30-40
9645,26,1,Travel Frequently,Cyber Security,33,Below College,4,Male,98241,5,1,QA Analyst,5,Single,5,No,64,6,3,6,5,6,0.857142857,0,98241,0.833333333,0.833333333,0,0,High stress workload,0.16,0.070405873,7.040587276,Low Risk,1.242456578,Low,7.040587276,18-30
9646,32,0,Travel Frequently,Network Administration,4,Degree,4,Female,126178,1,2,Consultant,4,Single,0,No,51,20,5,6,10,0,0.285714286,6,63089,0,1.666666667,20,0,Career growth is good,0.7,0.008644997,0.864499731,Low Risk,56.03491172,Medium,0.864499731,30-40
9647,52,0,Travel Frequently,Software Development,19,Degree,2,Female,149547,1,2,Software Engineer,4,Single,2,No,48,11,5,10,1,4,0.833333333,6,74773.5,0.181818182,0.1,7,0,Supportive management,0.5,0.089469118,8.946911831,Low Risk,57.46121973,Medium,8.946911831,50-60
9648,22,1,Travel Rarely,Network Administration,49,Graduation,4,Female,73722,2,8,QA Analyst,5,Married,9,No,33,19,1,2,8,5,0.1,-3,9215.25,0.473684211,4,14,0,High stress workload,0.16,0.803565373,80.35653728,High Risk,49.47468305,Medium,80.35653728,18-30
9649,58,0,Travel Frequently,IT Services,28,Degree,1,Male,77034,3,3,Consultant,5,Single,1,No,36,13,2,3,8,0,0.214285714,3,25678,0.076923077,2.666666667,13,0,I am happy with my team,0.8,0.160561144,16.05611444,Low Risk,26.36284372,Low,16.05611444,50-60
9650,39,1,Travel Rarely,Software Development,22,Graduation,4,Female,169119,5,7,Help Desk,3,Married,0,No,73,6,3,10,3,7,1.428571429,3,24159.85714,0,0.3,-1,0,High stress workload,0.16,0.041983373,4.198337345,Low Risk,18.38794188,Low,4.198337345,30-40
9651,58,0,Travel Frequently,Cyber Security,24,Graduation,2,Male,113197,4,1,Manager,3,Single,5,Yes,67,12,2,7,8,5,0.538461538,2,113197,0.416666667,1.142857143,7,0,I am happy with my team,0.8,0.368834507,36.88345071,Medium Risk,35.92060895,Medium,36.88345071,50-60
9652,40,1,No Travel,Data Science,46,Master's,4,Female,58908,2,2,IT,5,Single,3,No,16,3,1,6,1,8,1.5,-2,29454,1,0.166666667,-5,0,Poor management support,-0.4,0.612867885,61.2867885,Medium Risk,46.10943326,Medium,61.2867885,30-40
9653,24,1,No Travel,Data Science,30,Master's,1,Female,62880,2,7,Technician,3,Divorced,5,No,51,11,1,2,9,4,0.166666667,-2,8982.857143,0.454545455,4.5,7,0,Salary is low,0,0.92632487,92.63248705,High Risk,69.28808595,Medium,92.63248705,18-30
9654,40,1,No Travel,Network Administration,29,Degree,2,Female,87732,2,6,Software Engineer,1,Divorced,3,No,66,1,2,3,3,3,1.5,0,14622,3,1,-2,0,High stress workload,0.16,0.60891041,60.89104102,Medium Risk,81.33371312,High,60.89104102,30-40
9655,61,1,Travel Rarely,IT Services,10,Below College,3,Male,92328,2,8,Support,5,Single,3,No,59,3,1,4,6,0,1,4,11541,1,1.5,3,0,Poor management support,-0.4,0.220455217,22.04552168,Low Risk,39.18450383,Medium,22.04552168,
9656,42,1,Travel Rarely,IT Services,32,Degree,3,Female,198625,4,3,Developer,4,Married,3,Yes,56,2,4,10,3,1,3.333333333,9,66208.33333,1.5,0.3,1,0,Salary is low,0,0.020349499,2.034949868,Low Risk,20.94734409,Low,2.034949868,40-50
9657,44,0,No Travel,Data Science,9,Master's,1,Male,62553,2,6,Director,4,Married,6,No,49,18,5,0,5,7,0,-7,10425.5,0.333333333,inf,11,0,I am happy with my team,0.8,0.239882449,23.98824494,Low Risk,48.35086675,Medium,23.98824494,40-50
9658,58,0,Travel Rarely,Network Administration,25,Degree,5,Male,88770,1,3,Software Engineer,5,Single,7,Yes,54,8,5,4,1,3,0.444444444,1,29590,0.875,0.25,5,0,Career growth is good,0.7,0.011919695,1.191969532,Low Risk,47.26917109,Medium,1.191969532,50-60
9659,23,0,Travel Rarely,Network Administration,16,Degree,4,Female,175716,1,2,Developer,4,Divorced,4,No,0,15,5,7,9,2,0.4375,5,87858,0.266666667,1.285714286,13,0,I am happy with my team,0.8,0.011432486,1.143248587,Low Risk,56.08410269,Medium,1.143248587,18-30
9660,51,1,Travel Frequently,Cyber Security,15,PhD,5,Male,107775,2,5,Consultant,2,Single,0,No,83,11,5,0,7,6,0,-6,21555,0,inf,5,0,Salary is low,0,0.109635641,10.96356405,Low Risk,63.69945248,Medium,10.96356405,50-60
9661,26,0,Travel Rarely,Cyber Security,48,Degree,2,Male,170308,3,3,Business Analyst,1,Divorced,5,No,79,8,4,10,6,2,1.111111111,8,56769.33333,0.625,0.6,6,0,Good work life balance,0.7,0.163242692,16.32426919,Low Risk,61.7042828,Medium,16.32426919,18-30
9662,50,1,Travel Frequently,Cyber Security,18,Master's,4,Male,51804,1,2,Business Analyst,2,Divorced,10,No,52,14,2,8,5,6,0.533333333,2,25902,0.714285714,0.625,8,0,Poor management support,-0.4,0.849534877,84.95348775,High Risk,88.52120372,High,84.95348775,40-50
9663,23,0,No Travel,Software Development,23,Degree,5,Male,94501,5,5,QA Analyst,5,Divorced,0,No,83,19,2,9,3,4,0.45,5,18900.2,0,0.333333333,15,0,Good work life balance,0.7,0.004467404,0.44674037,Low Risk,0.078836536,Low,0.44674037,18-30
9664,54,1,Travel Rarely,Network Administration,42,Graduation,1,Female,172866,3,7,Business Analyst,4,Married,2,No,68,18,3,4,1,7,0.210526316,-3,24695.14286,0.111111111,0.25,11,0,No promotion opportunities,0,0.777613981,77.76139806,High Risk,46.07554083,Medium,77.76139806,50-60
9665,48,0,Travel Rarely,Network Administration,3,Graduation,2,Male,184071,2,2,Support,3,Divorced,5,No,45,16,5,9,4,5,0.529411765,4,92035.5,0.3125,0.444444444,11,0,I am happy with my team,0.8,0.044364265,4.43642652,Low Risk,53.72407527,Medium,4.43642652,40-50
9666,51,0,Travel Rarely,Cyber Security,7,Degree,4,Female,98386,4,7,HR,2,Married,3,No,56,1,5,6,10,2,3,4,14055.14286,3,1.666666667,-1,0,Career growth is good,0.7,0.005045327,0.504532667,Low Risk,38.32432929,Medium,0.504532667,50-60
9667,58,0,No Travel,Data Science,39,Degree,3,Male,195713,3,3,Support,2,Single,10,No,53,20,5,9,4,2,0.428571429,7,65237.66667,0.5,0.444444444,18,0,Supportive management,0.5,0.14758751,14.75875103,Low Risk,52.60448548,Medium,14.75875103,50-60
9668,46,1,Travel Rarely,Cyber Security,11,Degree,4,Male,166789,5,5,Support,4,Single,1,No,10,12,4,4,10,7,0.307692308,-3,33357.8,0.083333333,2.5,5,0,Poor management support,-0.4,0.048935088,4.893508789,Low Risk,9.687089786,Low,4.893508789,40-50
9669,31,0,Travel Rarely,Software Development,24,Below College,2,Female,38806,3,3,Help Desk,3,Divorced,7,No,23,15,2,5,7,4,0.3125,1,12935.33333,0.466666667,1.4,11,0,I am happy with my team,0.8,0.256674302,25.66743023,Low Risk,45.7060171,Medium,25.66743023,30-40
9670,53,0,Travel Frequently,Data Science,35,Master's,3,Male,59963,1,2,Business Analyst,5,Married,5,No,73,8,5,7,1,8,0.777777778,-1,29981.5,0.625,0.142857143,0,0,Supportive management,0.5,0.236731051,23.67310509,Low Risk,51.23643031,Medium,23.67310509,50-60
9671,53,1,Travel Rarely,Network Administration,50,Master's,1,Female,52219,1,7,Manager,4,Married,2,Yes,100,13,1,9,10,2,0.642857143,7,7459.857143,0.153846154,1.111111111,11,0,High stress workload,0.16,0.967601999,96.76019993,High Risk,72.95768234,High,96.76019993,50-60
9672,32,0,Travel Rarely,Software Development,25,Degree,4,Male,131853,4,7,Business Analyst,1,Married,7,Yes,79,16,1,7,5,1,0.411764706,6,18836.14286,0.4375,0.714285714,15,0,Good work life balance,0.7,0.087686262,8.768626224,Low Risk,48.60622816,Medium,8.768626224,30-40
9673,25,1,Travel Frequently,Software Development,28,Master's,5,Female,164146,3,1,QA Analyst,1,Married,1,No,77,11,3,8,3,7,0.666666667,1,164146,0.090909091,0.375,4,0,Salary is low,0,0.212516485,21.25164847,Low Risk,62.57382032,Medium,21.25164847,18-30
9674,43,0,No Travel,Data Science,12,Graduation,5,Female,158118,4,1,Technician,5,Divorced,7,No,8,12,2,3,3,0,0.230769231,3,158118,0.583333333,1,12,0,I am happy with my team,0.8,0.003005745,0.300574526,Low Risk,11.81774845,Low,0.300574526,40-50
9675,53,0,Travel Rarely,Cyber Security,23,Degree,1,Male,48535,3,2,Business Analyst,5,Divorced,8,No,94,19,1,10,6,0,0.5,10,24267.5,0.421052632,0.6,19,0,I am happy with my team,0.8,0.291969489,29.19694891,Low Risk,28.68181451,Low,29.19694891,50-60
9676,38,0,Travel Rarely,Cyber Security,17,Degree,2,Male,144015,2,4,Business Analyst,1,Divorced,5,No,87,15,3,6,0,6,0.375,0,36003.75,0.333333333,0,9,0,Career growth is good,0.7,0.27913123,27.91312298,Low Risk,75.51408053,High,27.91312298,30-40
9677,45,0,Travel Rarely,IT Services,41,Degree,1,Female,66506,3,5,Developer,3,Married,10,No,100,15,1,9,4,4,0.5625,5,13301.2,0.666666667,0.444444444,11,0,Supportive management,0.5,0.849443176,84.94431758,High Risk,56.16664428,Medium,84.94431758,40-50
